0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31
118486296798,Longueuil,Quebec,Canada,45.4915,-73.3989,0,0,0,0,0,0,0,0,professor,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,public history
118486294450,Longueuil,Quebec,Canada,45.5185,-73.5043,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118486290872,Thunder Bay,Ontario,Canada,48.3987,-89.3168,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118486281810,Peterborough,Ontario,Canada,44.3136,-78.24,1,0,0,0,0,1,0,1,,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,
118486275245,,,,,,1,0,0,0,1,0,0,0,,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
118486264583,,,,,,0,0,0,0,0,1,1,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
118486258335,Brampton,Ontario,Canada,43.6445,-79.7755,0,0,0,0,0,0,0,0,editor,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,
118486229006,Calgary,Alberta,Canada,51.0455,-114.1988,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118486198344,,,,,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,unsure
118486161664,Sebring,Florida,United States,27.4279,-81.3544,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118486159490,,,,,,0,0,0,0,0,0,0,1,,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,
118486124224,Courtenay,British Columbia,Canada,49.6585,-124.9835,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118486094745,Edmonton,Alberta,Canada,53.5349,-113.5181,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,
118486093897,,,,,,0,0,0,0,0,0,0,0,pastor,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,missionaries to british guiana 
118486084369,Philadelphia,Pennsylvania,United States,39.959786,-75.163246,1,0,0,0,0,0,0,0,,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,
118486069535,,,,,,0,0,1,0,0,1,0,1,,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,
118486046074,,,,,,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
118486022654,Cambridge,Ontario,Canada,43.4389,-80.2649,0,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
118486010276,Pointe-Claire,Quebec,Canada,45.4499,-73.8104,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,art
118485970033,,,,,,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
118485936922,London,England,United Kingdom,51.507863,-0.126912,0,0,0,0,0,0,1,0,saskatoon theological union,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,theology
118485935898,London,England,United Kingdom,51.507863,-0.126912,0,0,0,0,0,0,1,0,saskatoon theological union,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,theology
118485808511,Toronto,Ontario,Canada,43.725102,-79.402439,0,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118485786457,Brampton,Ontario,Canada,43.6803,-79.7275,0,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118485589654,Toronto,Ontario,Canada,43.6667,-79.3804,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
118485586127,Kansas City,Missouri,United States,39.1027,-94.5778,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118485584565,Delta,British Columbia,Canada,49.1588,-122.9176,0,0,0,0,0,0,0,0,rosslander,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
118485582497,,,,,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118485562832,Salem,Oregon,United States,44.9028,-122.9133,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,
118485539236,Ellensburg,Washington,United States,47.0046,-120.5068,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118485538239,,,,,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118485524347,,,,,,0,0,0,0,0,0,1,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
118485507168,Winnipeg,Manitoba,Canada,49.9235,-97.0811,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
118485499593,Calgary,Alberta,Canada,50.9899,-114.1574,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,
118485465418,Crystal Beach,Ontario,Canada,45.3508,-75.8233,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118485460983,Ottawa,Ontario,Canada,45.4512,-75.6033,0,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
118485456372,Edmonton,Alberta,Canada,53.4612,-113.4145,0,0,0,0,1,0,0,0,independent researcher ,0,1,1,1,0,0,1,1,1,0,0,0,0,0,0,0,"physics, new sciences, economic development"
118485449129,Montreal,Quebec,Canada,45.496317,-73.58497,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118485442430,,,,,,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118485441804,,,,,,1,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118485413889,,,,,,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
118485380564,Edmonton,Alberta,Canada,53.5171,-113.6617,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118485380447,Rock Springs,Wyoming,United States,41.6072,-109.228,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118485343703,,,,,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,social sciences
118485343086,North Bay,Ontario,Canada,46.2801,-79.4502,1,0,0,0,0,0,0,1,,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,
118485328962,,,,,,0,0,0,0,1,1,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,railway / industrial history
118485321808,London,Ontario,Canada,43.0147,-81.3049,1,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118485312611,Bradford,Ontario,Canada,44.1218,-79.5645,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118485296426,,,,,,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
118485283576,Toronto,Ontario,Canada,43.6639,-79.3916,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118485277674,,,,,,1,0,0,0,1,0,0,0,,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,
118485270574,,,,,,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
118485257175,St. Catharines,Ontario,Canada,43.169,-79.2465,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118485255119,Camrose,Alberta,Canada,53.0192,-112.8347,0,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118485242312,Halifax,Nova Scotia,Canada,44.6814,-63.6571,0,0,0,0,1,0,0,0,,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,
118485239590,,,,,,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,religion
118485224810,,,,,,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118485224296,Toronto,Ontario,Canada,43.6426,-79.4002,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118485215826,Toronto,Ontario,Canada,43.725102,-79.402439,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
118485209736,Prince George,British Columbia,Canada,53.7121,-122.8568,0,1,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118485201554,,,,,,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118485179675,,,,,,0,0,0,0,0,0,0,0,land surveyor,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
118485138658,Sarnia,Ontario,Canada,42.9547,-82.281,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118485117232,Saskatoon,Saskatchewan,Canada,52.0977,-106.6268,0,0,0,0,0,0,1,0,,0,0,1,0,0,0,0,0,1,1,1,0,1,0,0,0,
118485085754,,,,,,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118485073265,,,,,,0,1,0,0,0,0,0,0,,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
118485060221,,,,,,1,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118485016612,,,,,,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
118485010559,Richmond,British Columbia,Canada,49.1689,-123.1442,0,0,0,0,1,0,0,0,aboriginal  adoptee learning  more about my past ,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,
118484973121,Austin,Texas,United States,30.2627,-97.7467,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118484965509,,,,,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118484955793,Nepean,Ontario,Canada,45.2722,-75.7522,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,
118484884407,Rome,Lazio,Italy,41.8904,12.5126,0,0,0,0,0,0,0,1,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,
118484881363,Eastern Passage,Nova Scotia,Canada,44.617,-63.4871,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
118484809876,,,,,,0,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
118484786325,,,,,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
118484774466,Fredericton,New Brunswick,Canada,45.8122,-66.6784,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118484741848,Clarks Summit,Pennsylvania,United States,41.4833,-75.7171,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
118484724579,Regina,Saskatchewan,Canada,50.5012,-104.6713,0,0,0,0,1,0,0,0,,0,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,
118484639844,Melbourne,Victoria,Australia,-37.8159,144.9669,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118484609121,,,,,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118484565784,Calgary,Alberta,Canada,51.0483,-113.9633,0,0,0,0,0,0,0,0,independent researcher,0,0,0,1,0,0,0,0,1,1,1,0,0,1,0,0,
118484565552,,,,,,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
118484563715,Saskatoon,Saskatchewan,Canada,52.1119,-106.7297,0,0,0,0,0,0,0,1,,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,
118484534686,Bennington,Vermont,United States,42.8848,-73.191,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118484515246,,,,,,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118484501014,,,,,,0,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118484492832,Kitchener,Ontario,Canada,43.4419,-80.4216,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118484489227,,,,,,0,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118484459112,Ottawa,Ontario,Canada,45.4285,-75.5879,0,0,0,0,0,0,0,0,retired,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118484452868,Napanee,Ontario,Canada,44.2507,-76.946,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118484445985,Portland,Oregon,United States,45.5036,-122.6778,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118484441449,,,,,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,
118484405426,Canyon Country,California,United States,34.4279,-118.4513,1,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118484399517,Grimsby,Ontario,Canada,43.2001,-79.5663,1,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
118484387662,,,,,,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118484383967,Lincoln,Nebraska,United States,40.7842,-96.6461,0,0,0,0,1,0,0,0,,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0,
118484372705,,,,,,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118484369551,,,,,,0,0,0,0,0,1,1,0,,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,
118484367127,Calgary,Alberta,Canada,51.1047,-114.1148,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
118484363485,Ajax,Ontario,Canada,43.8769,-79.0052,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
118484357967,Corner Brook,Newfoundland and Labrador,Canada,48.9171,-57.7979,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,
118484354966,,,,,,0,0,0,0,0,0,1,0,graduate,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,educational studies
118484346229,Niles,Illinois,United States,42.0307,-87.8107,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
118484344425,Sackville,New Brunswick,Canada,45.9204,-64.3744,0,0,0,0,0,0,1,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
118484342908,,,,,,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118484333758,Toronto,Ontario,Canada,43.725102,-79.402439,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118484332403,Acton,Massachusetts,United States,42.4748,-71.4499,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118484325162,,,,,,0,0,0,0,0,0,1,0,,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,
118484318908,Montreal,Quebec,Canada,45.463365,-73.70517,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
118484304565,Winnipeg,Manitoba,Canada,49.8538,-97.2903,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118484292065,,,,,,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,
118484279393,Duncan,British Columbia,Canada,48.7808,-123.7037,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
118484275648,,,,,,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
118484275416,,,,,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118484259968,,,,,,0,0,0,0,0,0,0,0,university alumni,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118484255819,Zwolle,Overijssel,The Netherlands,52.4816,6.1246,0,0,0,0,0,0,0,0,volunteer researcher canadian war cemetery,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,
118484253719,,,,,,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
118484248198,,,,,,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118484241064,,,,,,1,0,0,0,1,1,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
118484239726,Dartmouth,Nova Scotia,Canada,44.6747,-63.5094,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118484200761,,,,,,0,0,0,0,1,0,0,0,,0,1,0,1,0,1,0,0,1,0,1,0,0,0,0,0,
118484168087,Kent,Washington,United States,47.3831,-122.2092,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,religion
118484161080,,,,,,0,0,1,0,0,0,0,0,,0,1,0,0,0,1,0,0,0,1,1,0,1,1,0,0,
118484149810,Vancouver,British Columbia,Canada,49.2155,-123.1427,0,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,1,1,1,0,0,0,0,0,
118484140732,Palm Springs,California,United States,33.7983,-116.5106,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,arctic explorers
118484137631,,,,,,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118484117295,Scarborough,Ontario,Canada,43.7274,-79.2604,0,0,0,0,1,0,0,0,,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
118484112447,,,,,,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118484111719,,,,,,0,0,0,0,1,0,0,0,"minister, born/raised in alberta.  family came in covered wagon from oklahoma and settled in alberta in 1800s.  father defended canada in wwii. .",0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,"history of, as well as current equality of each territory and province of canada. "
118484110397,Weehawken,New Jersey,United States,40.7662,-74.0178,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,military history
118484102290,,,,,,0,0,0,0,1,0,0,0,,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,
118484067075,Greater Sudbury,Ontario,Canada,46.4877,-80.9787,0,0,0,0,0,0,1,0,,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,
118484059018,,,,,,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,
118484056107,Cambridge,Ontario,Canada,43.4389,-80.2649,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,
118484045341,,,,,,0,0,0,1,0,0,0,0,,0,0,0,0,0,0,0,0,1,1,1,0,1,0,0,0,
118484043568,,,,,,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
118484040480,,,,,,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
118484027101,,,,,,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118484026208,Montreal,Quebec,Canada,45.463365,-73.70517,1,0,0,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
118484015784,St. Albert,Alberta,Canada,53.632,-113.6363,0,0,0,0,0,0,1,0,,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,
118484014031,Montreal,Quebec,Canada,45.4994,-73.5703,0,0,0,0,0,1,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,journalism 
118484007836,Campbell River,British Columbia,Canada,50.0797,-125.5892,0,0,0,0,1,0,0,0,,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,
118484007355,Regina,Saskatchewan,Canada,50.429,-104.5341,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,
118483983142,,,,,,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118483977571,Toronto,Ontario,Canada,43.709,-79.4057,0,0,0,0,1,0,0,0,i like maps,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,i like roads
118483977466,Seattle,Washington,United States,47.6034,-122.3414,0,0,0,0,0,1,0,0,,0,0,1,1,1,0,0,0,1,0,1,0,0,0,0,0,
118483971938,,,,,,0,0,0,0,1,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118483959439,,,,,,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,
118483955625,,,,,,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118483951710,,,,,,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,
118483950563,,,,,,0,1,1,0,0,0,0,0,,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,
